"Game Title";"Console";"Year";"Genre";"Company";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Far Cry 4";"XBOX 360";2014;"Shooter";"Ubisoft";0.45;0.44;0.0;0.98
"Grand Theft Auto: San Andreas";"PC";2005;"Action";"Take-Two Interactive";0.0;0.92;0.0;0.98
"Tom Clancy's Splinter Cell: Blacklist";"PS3";2013;"Action";"Ubisoft";0.34;0.41;0.06;0.98
"Pro Evolution Soccer 2014";"PS3";2013;"Action";"Konami Digital Entertainment";0.03;0.43;0.51;0.98
"Madden NFL 16";"XBOX 360";2015;"Sports";"Electronic Arts";0.82;0.05;0.0;0.98
"Madden NFL 10";"PS2";2009;"Sports";"Electronic Arts";0.88;0.0;0.0;0.98
"Brutal Legend";"XBOX 360";2009;"Action";"Electronic Arts";0.62;0.27;0.0;0.98
"Tamagotchi Connection: Corner Shop 2";"Nintendo DS";2006;"Simulation";"Namco Bandai Games";0.09;0.02;0.86;0.98
"Final Fantasy Type-0";"PS4";2015;"Role-Playing";"Square Enix";0.37;0.32;0.15;0.97
"Madden NFL 08";"PS3";2007;"Sports";"Electronic Arts";0.89;0.01;0.0;0.97
"de Blob";"Nintendo Wii";2008;"Platform";"THQ";0.5;0.37;0.0;0.97
"NCAA Football 06";"XBOX";2005;"Sports";"Electronic Arts";0.73;0.21;0.0;0.97
"Mass Effect 3";"PC";2012;"Role-Playing";"Electronic Arts";0.4;0.44;0.0;0.97
"NBA 2K10";"XBOX 360";2009;"Sports";"Take-Two Interactive";0.88;0.02;0.0;0.97
"Fire Emblem";"Gameboy Advanced";2003;"Strategy";"Nintendo";0.49;0.18;0.29;0.97
"Skylanders: Spyro's Adventure";"XBOX 360";2011;"Action";"Activision";0.53;0.35;0.0;0.97
"Club Penguin: Game Day!";"Nintendo Wii";2010;"Sports";"Disney Interactive Studios";0.56;0.33;0.0;0.97
"NHL 2004";"PS2";2003;"Sports";"Electronic Arts";0.47;0.37;0.0;0.97
"Grand Theft Auto: Vice City Stories";"PS2";2007;"Action";"Take-Two Interactive";0.78;0.03;0.03;0.97
"NBA 2K16";"XBOX 360";2015;"Sports";"Take-Two Interactive";0.77;0.1;0.0;0.97
"FIFA Soccer 2005";"XBOX";2004;"Sports";"Electronic Arts";0.33;0.6;0.0;0.97
"LEGO The Lord of the Rings";"Nintendo Wii";2012;"Action";"Warner Bros. Interactive Entertainment";0.52;0.37;0.0;0.97
"Romancing SaGa";"Super Nintendo";1992;"Role-Playing";"SquareSoft";0.0;0.0;0.97;0.97
"Donkey Kong Junior";"Atari 2600";1981;"Platform";"Atari";0.9;0.05;0.0;0.97
"LEGO Star Wars II: The Original Trilogy";"Nintendo GameCube";2006;"Action";"LucasArts";0.75;0.19;0.0;0.97
"Final Fantasy X / X-2 HD Remaster";"PlayStation Vita";2013;"Role-Playing";"Square Enix";0.21;0.31;0.28;0.97
"Medal of Honor: Underground";"PS";2000;"Shooter";"Electronic Arts";0.54;0.37;0.0;0.97
"The Sims 2";"Nintendo DS";2005;"Simulation";"Electronic Arts";0.82;0.07;0.0;0.96
"Dark Cloud 2";"PS2";2002;"Role-Playing";"Sony Computer Entertainment";0.38;0.25;0.26;0.96
"Jampack Summer '99";"PS";1999;"Misc";"Sony Computer Entertainment";0.54;0.36;0.0;0.96
"PlayStation All-Stars Battle Royale";"PS3";2012;"Action";"Sony Computer Entertainment";0.5;0.28;0.04;0.96
"Dance Dance Revolution 2nd ReMIX";"PS";1999;"Simulation";"Konami Digital Entertainment";0.0;0.0;0.9;0.96
"Monster High: Ghoul Spirit";"Nintendo DS";2011;"Misc";"THQ";0.72;0.17;0.0;0.96
"Dragon Quest X";"Nintendo Wii";2012;"Role-Playing";"Square Enix";0.0;0.0;0.96;0.96
"LEGO Pirates of the Caribbean: The Video Game";"Nintendo DS";2011;"Action";"Disney Interactive Studios";0.37;0.49;0.0;0.96
"Gangs of London";"PSP";2006;"Adventure";"Sony Computer Entertainment";0.3;0.44;0.0;0.96
"Mortal Kombat Trilogy";"Nintendo 64";1996;"Fighting";"GT Interactive";0.72;0.22;0.0;0.96
"Star Soldier";"Nintendo NES";1986;"Shooter";"Hudson Soft";0.32;0.06;0.57;0.96
"Sonic Unleashed";"XBOX 360";2008;"Platform";"Sega";0.54;0.33;0.0;0.96
"Lost Planet 2";"PS3";2010;"Shooter";"Capcom";0.29;0.34;0.2;0.96
"NHL 2001";"PS2";2000;"Sports";"Electronic Arts";0.47;0.37;0.0;0.96
"Dragon Quest Monsters: Terry's Wonderland 3D";"Nintendo 3DS";2012;"Role-Playing";"Square Enix";0.0;0.0;0.96;0.96
"My Weight Loss Coach";"Nintendo DS";2008;"Sports";"Ubisoft";0.3;0.54;0.0;0.96
"Tom Clancy's Ghost Recon: Future Soldier";"PS3";2012;"Shooter";"Ubisoft";0.41;0.33;0.09;0.96
"Mega Man Star Force Dragon / Leo / Pegasus";"Nintendo DS";2006;"Action";"Capcom";0.39;0.0;0.53;0.96
"Shinobi";"PS2";2002;"Platform";"Sony Computer Entertainment";0.36;0.28;0.22;0.96
"Mortal Kombat: Deadly Alliance";"XBOX";2002;"Fighting";"Midway Games";0.77;0.15;0.0;0.96
"The Witcher 2: Assassins of Kings";"PC";2011;"Action";"Namco Bandai Games";0.25;0.56;0.0;0.96
"PilotWings Resort";"Nintendo 3DS";2011;"Simulation";"Nintendo";0.4;0.36;0.13;0.96
"Naruto Shippuden: Ultimate Ninja Storm 3";"PS3";2013;"Fighting";"Namco Bandai Games";0.32;0.33;0.15;0.96
"LEGO Jurassic World";"XBOX 360";2015;"Action";"Warner Bros. Interactive Entertainment";0.47;0.4;0.0;0.95
"ESPN NBA 2K5";"XBOX";2004;"Sports";"Global Star";0.88;0.04;0.0;0.95
"World Championship Poker";"PS2";2004;"Misc";"Play It";0.8;0.03;0.0;0.95
"Tom Clancy's Splinter Cell: Chaos Theory";"PS2";2005;"Action";"Ubisoft";0.36;0.45;0.0;0.95
"SpongeBob SquarePants: Battle for Bikini Bottom";"Nintendo GameCube";2003;"Platform";"THQ";0.74;0.19;0.0;0.95
"South Park: The Stick of Truth";"XBOX 360";2014;"Role-Playing";"Ubisoft";0.57;0.3;0.0;0.95
"Ben 10: Alien Force";"Nintendo DS";2008;"Action";"Koch Media";0.65;0.22;0.0;0.95
"SingStar Abba";"PS3";2008;"Misc";"Sony Computer Entertainment";0.27;0.51;0.0;0.95
"Cars 2";"Nintendo Wii";2011;"Racing";"Disney Interactive Studios";0.46;0.39;0.0;0.95
"Wild ARMs";"PS";1996;"Role-Playing";"Sony Computer Entertainment";0.26;0.17;0.46;0.95
"Kessen";"PS2";2000;"Strategy";"Electronic Arts";0.27;0.21;0.41;0.95
"Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel";"Gameboy Advanced";2003;"Misc";"Konami Digital Entertainment";0.68;0.25;0.0;0.95
"NCAA Football 2000";"PS";1999;"Sports";"Electronic Arts";0.53;0.36;0.0;0.95
"Brutal Legend";"PS3";2009;"Action";"Electronic Arts";0.54;0.28;0.0;0.95
"Skylanders: Spyro's Adventure";"PS3";2011;"Action";"Activision";0.39;0.4;0.0;0.95
"Guitar Hero: Metallica";"Nintendo Wii";2009;"Misc";"Activision";0.41;0.43;0.0;0.95
"Evolve";"PS4";2015;"Shooter";"Take-Two Interactive";0.35;0.41;0.05;0.95
"WWE SmackDown vs. Raw 2009";"PS3";2008;"Fighting";"THQ";0.51;0.31;0.01;0.95
"Army of Two: The 40th Day";"XBOX 360";2010;"Shooter";"Electronic Arts";0.62;0.24;0.0;0.95
"Tony Hawk: RIDE";"Nintendo Wii";2009;"Sports";"Activision";0.7;0.17;0.0;0.95
"Lego Batman 3: Beyond Gotham";"XBOX 360";2014;"Action";"Warner Bros. Interactive Entertainment";0.48;0.38;0.0;0.95
"Wii Play: Motion";"Nintendo Wii";2011;"Misc";"Nintendo";0.24;0.43;0.18;0.95
"Killzone";"PS2";2004;"Shooter";"Sony Computer Entertainment";0.79;0.03;0.0;0.94
"The Tomb Raider Trilogy";"PS3";2011;"Action";"Square Enix";0.27;0.5;0.0;0.94
"Colin McRae Rally 04";"PS2";2003;"Racing";"Codemasters";0.01;0.71;0.01;0.94
"Star Fox 64 3D";"Nintendo 3DS";2011;"Shooter";"Nintendo";0.48;0.27;0.13;0.94
"The SpongeBob SquarePants Movie";"Nintendo GameCube";2004;"Platform";"THQ";0.73;0.19;0.0;0.94
"Rocksmith 2014";"XBOX 360";2013;"Misc";"Ubisoft";0.69;0.17;0.0;0.94
"Midway Presents Arcade's Greatest Hits: The Atari Collection 1";"PS";1996;"Misc";"GT Interactive";0.52;0.36;0.0;0.94
"Cars";"Nintendo Wii";2006;"Racing";"THQ";0.83;0.04;0.0;0.94
"Assassin's Creed III";"PC";2012;"Action";"Ubisoft";0.28;0.53;0.0;0.94
"Castlevania: Lament of Innocence";"PS2";2003;"Action";"Konami Digital Entertainment";0.46;0.36;0.0;0.94
"Mario Tennis Open";"Nintendo 3DS";2012;"Sports";"Nintendo";0.26;0.29;0.33;0.94
"The Witcher 2: Assassins of Kings";"XBOX 360";2012;"Action";"Namco Bandai Games";0.48;0.36;0.02;0.94
"Bayonetta";"XBOX 360";2009;"Action";"Sega";0.51;0.26;0.09;0.94
"Destroy All Humans!";"PS2";2005;"Shooter";"THQ";0.78;0.03;0.0;0.94
"MVP Baseball 2005";"XBOX";2005;"Sports";"Electronic Arts";0.7;0.2;0.0;0.94
"SaGa Frontier 2";"PS";1999;"Role-Playing";"SquareSoft";0.1;0.07;0.71;0.94
"NCAA Football 10";"XBOX 360";2009;"Sports";"Electronic Arts";0.87;0.0;0.0;0.94
"MLB 2000";"PS";1999;"Sports";"Sony Computer Entertainment";0.52;0.35;0.0;0.94
"The Legend of Zelda: Twilight Princess HD";"Nintendo WiiU";2016;"Action";"Nintendo";0.48;0.3;0.08;0.94
"Bully";"PS2";2006;"Action";"Take-Two Interactive";0.75;0.03;0.04;0.94
"Prince of Persia: The Sands of Time";"XBOX";2003;"Action";"Ubisoft";0.57;0.33;0.0;0.94
"Phantasy Star Portable";"PSP";2008;"Role-Playing";"Sega";0.19;0.06;0.63;0.94
"Hot Shots Golf Fore!";"PS2";2003;"Sports";"Sony Computer Entertainment";0.46;0.36;0.0;0.94
"MLB 06: The Show";"PS2";2006;"Sports";"Sony Computer Entertainment";0.78;0.03;0.0;0.94
"NHL 2003";"PS2";2002;"Sports";"Electronic Arts";0.46;0.36;0.0;0.93
"Operation Flashpoint: Dragon Rising";"XBOX 360";2009;"Shooter";"Codemasters";0.36;0.45;0.02;0.93
"Nickelodeon Fit";"Nintendo Wii";2010;"Sports";"Take-Two Interactive";0.78;0.09;0.0;0.93
"Buzz! Quiz World";"PS3";2009;"Misc";"Sony Computer Entertainment";0.16;0.58;0.0;0.93
"Bentley's Hackpack";"Gameboy Advanced";2005;"Misc";"N/A";0.67;0.25;0.0;0.93
"Tony Hawk's Pro Skater 4";"XBOX";2002;"Sports";"Activision";0.59;0.3;0.0;0.93
"Borderlands 2";"PC";2012;"Shooter";"Take-Two Interactive";0.42;0.41;0.0;0.93
"EA Sports Grand Slam Tennis";"Nintendo Wii";2009;"Sports";"Electronic Arts";0.29;0.52;0.02;0.93
"White Knight Chronicles: International Edition";"PS3";2008;"Role-Playing";"Sony Computer Entertainment";0.33;0.16;0.36;0.93
"SSX";"PS3";2012;"Sports";"Electronic Arts";0.35;0.42;0.02;0.93
"Sonic Riders: Zero Gravity";"Nintendo Wii";2008;"Racing";"Sega";0.5;0.32;0.02;0.93
"LEGO Jurassic World";"PS3";2015;"Action";"Warner Bros. Interactive Entertainment";0.34;0.44;0.0;0.93
"Build-A-Bear Workshop";"Nintendo DS";2007;"Simulation";"Game Factory";0.85;0.01;0.0;0.93
"Crash City Mayhem";"Gameboy Advanced";2004;"Racing";"THQ";0.67;0.25;0.0;0.93
"Spider-Man";"Atari 2600";1981;"Action";"Parker Bros.";0.87;0.05;0.0;0.93
"Mega Man 4";"Nintendo NES";1991;"Platform";"Capcom";0.51;0.09;0.32;0.93
"Castlevania II: Simon's Quest";"Nintendo NES";1987;"Platform";"Konami Digital Entertainment";0.45;0.06;0.42;0.93
"Toy Story 2: Buzz Lightyear to the Rescue!";"Nintendo 64";1999;"Platform";"Activision";0.71;0.2;0.0;0.93
"Teenage Mutant Ninja Turtles";"Gameboy Advanced";2003;"Action";"Unknown";0.67;0.25;0.0;0.93
"MLB 07: The Show";"PS2";2007;"Sports";"Sony Computer Entertainment";0.77;0.03;0.0;0.93
"Skylanders: Trap Team";"XBOX 360";2014;"Action";"Activision";0.54;0.31;0.0;0.93
"Cars";"Nintendo GameCube";2006;"Racing";"THQ";0.72;0.19;0.0;0.93
"Brothers in Arms: Hell's Highway";"PS3";2008;"Shooter";"Ubisoft";0.44;0.34;0.0;0.93
"Inazuma Eleven 3";"Nintendo DS";2010;"Role-Playing";"Level 5";0.0;0.0;0.93;0.93
"Pokken Tournament";"Nintendo WiiU";2016;"Fighting";"Namco Bandai Games";0.47;0.22;0.16;0.93
"SnoCross Championship Racing";"PS";1999;"Racing";"Ubisoft";0.52;0.35;0.0;0.93
"Teenage Mutant Ninja Turtles";"PS2";2003;"Action";"Konami Digital Entertainment";0.45;0.35;0.0;0.92
"Top Gun: Combat Zones";"PS2";2001;"Simulation";"Titus";0.45;0.35;0.0;0.92
"Blue Dragon";"XBOX 360";2006;"Role-Playing";"Microsoft Game Studios";0.3;0.33;0.21;0.92
"007: The World is not Enough";"PS";2000;"Action";"Electronic Arts";0.51;0.35;0.0;0.92
"NCAA Football 11";"XBOX 360";2010;"Sports";"Electronic Arts";0.86;0.0;0.0;0.92
"NHL 98";"PS";1997;"Sports";"Electronic Arts";0.51;0.35;0.0;0.92
"FIFA Street";"XBOX 360";2012;"Sports";"Electronic Arts";0.17;0.65;0.0;0.92
"EA Sports Active 2";"PS3";2010;"Sports";"Electronic Arts";0.52;0.28;0.0;0.92
"SpongeBob SquarePants: The Yellow Avenger";"PSP";2006;"Action";"THQ";0.55;0.21;0.0;0.92
"WWE SmackDown vs. Raw 2009";"XBOX 360";2008;"Fighting";"THQ";0.58;0.26;0.0;0.92
"Dante's Inferno";"XBOX 360";2010;"Action";"Electronic Arts";0.63;0.2;0.02;0.92
"Wipeout: In The Zone";"XBOX 360";2011;"Misc";"Activision";0.87;0.0;0.0;0.92
"Space Jam";"PS";1996;"Sports";"Acclaim Entertainment";0.51;0.35;0.0;0.92
"Kung Fu Panda";"Nintendo Wii";2008;"Action";"Activision";0.5;0.32;0.0;0.92
"Knockout Kings 2000";"Nintendo 64";1999;"Fighting";"Electronic Arts";0.63;0.27;0.0;0.92
"Balloon Fight";"Nintendo NES";1985;"Platform";"Nintendo";0.39;0.09;0.43;0.92
"Assassin's Creed";"PC";2008;"Adventure";"Ubisoft";0.01;0.83;0.0;0.92
"Disney Magical World";"Nintendo 3DS";2013;"Adventure";"Nintendo";0.16;0.2;0.53;0.92
"Crysis 3";"XBOX 360";2013;"Shooter";"Electronic Arts";0.51;0.33;0.01;0.92
"Lego Batman 3: Beyond Gotham";"PS4";2014;"Action";"Warner Bros. Interactive Entertainment";0.37;0.39;0.0;0.92
"Dynasty Warriors 7";"PS3";2011;"Action";"Tecmo Koei";0.25;0.14;0.46;0.92
"The Evil Within";"PS3";2014;"Action";"Bethesda Softworks";0.26;0.39;0.12;0.92
"MLB 12: The Show";"PS3";2012;"Sports";"Sony Computer Entertainment";0.86;0.0;0.0;0.92
"Sonic Riders";"Nintendo GameCube";2006;"Racing";"Sega";0.71;0.18;0.0;0.92
"Starsky & Hutch";"PS2";2003;"Racing";"Empire Interactive";0.45;0.35;0.0;0.92
"Tobal No.1";"PS";1996;"Fighting";"Sony Computer Entertainment";0.12;0.08;0.66;0.92
"Lost Odyssey";"XBOX 360";2007;"Role-Playing";"Microsoft Game Studios";0.45;0.27;0.11;0.92
"MLB 15: The Show";"PS4";2015;"Sports";"Sony Computer Entertainment";0.67;0.08;0.0;0.92
"Operation Flashpoint: Dragon Rising";"PS3";2009;"Shooter";"Codemasters";0.23;0.46;0.05;0.92
"Homefront";"PS3";2011;"Shooter";"THQ";0.32;0.4;0.04;0.91
"AMF Bowling Pinbusters!";"Nintendo Wii";2007;"Sports";"Bethesda Softworks";0.85;0.0;0.0;0.91
"Street Hoops";"PS2";2002;"Sports";"Activision";0.45;0.35;0.0;0.91
"Avatar: The Game";"PS3";2009;"Action";"Ubisoft";0.32;0.43;0.0;0.91
"Harvest Moon 3D: A New Beginning";"Nintendo 3DS";2012;"Action";"Marvelous Entertainment";0.41;0.17;0.29;0.91
"Tom Clancy's EndWar";"XBOX 360";2008;"Strategy";"Ubisoft";0.58;0.24;0.01;0.91
"Knockout Kings 2002";"PS2";2002;"Sports";"Electronic Arts";0.45;0.35;0.0;0.91
"Tokyo Xtreme Racer 3";"PS2";2003;"Racing";"Genki";0.35;0.27;0.21;0.91
"LEGO Indiana Jones 2: The Adventure Continues";"PS3";2009;"Action";"Activision";0.47;0.3;0.0;0.91
"Colin McRae Rally 2.0";"PS";2000;"Racing";"Codemasters";0.02;0.8;0.02;0.91
"Glover";"Nintendo 64";1998;"Platform";"Hasbro Interactive";0.72;0.17;0.0;0.91
"MX vs. ATV Reflex";"PS3";2009;"Racing";"THQ";0.52;0.26;0.0;0.91
"Minecraft: Story Mode";"XBOX 360";2015;"Adventure";"Mojang";0.46;0.38;0.0;0.91
"Marvel: Ultimate Alliance 2";"XBOX 360";2009;"Role-Playing";"Activision";0.68;0.15;0.0;0.91
"Call of Duty: World at War";"Nintendo DS";2008;"Shooter";"Activision";0.57;0.26;0.0;0.91
"Super Momotarou Dentetsu III";"Super Nintendo";1994;"Simulation";"Hudson Soft";0.0;0.0;0.91;0.91
"Sonic Mega Collection Plus";"XBOX";2004;"Misc";"Sega";0.61;0.26;0.0;0.91
"DJ Hero";"PS3";2009;"Misc";"Activision";0.42;0.34;0.0;0.91
"Dragon Age: Inquisition";"XBOX One";2014;"Role-Playing";"Electronic Arts";0.55;0.28;0.0;0.91
"The Simpsons Game";"PS3";2007;"Action";"Electronic Arts";0.38;0.37;0.0;0.91
"Tiger Woods PGA Tour 2002";"PS2";2002;"Sports";"Electronic Arts";0.44;0.35;0.0;0.9
"Mini-Yonku Shining Scorpion: Let's & Go!!";"Super Nintendo";1996;"Racing";"ASCII Entertainment";0.0;0.0;0.9;0.9
"MLB 2005";"PS2";2004;"Sports";"Sony Computer Entertainment";0.44;0.35;0.0;0.9
"SOCOM 4: U.S. Navy SEALs";"PS3";2011;"Shooter";"Sony Computer Entertainment";0.66;0.12;0.04;0.9
"Burnout Revenge";"PS2";2005;"Racing";"Electronic Arts";0.75;0.03;0.0;0.9
"Buzz! Quiz TV";"PS3";2008;"Misc";"Sony Computer Entertainment";0.28;0.48;0.0;0.9
"We Ski & Snowboard";"Nintendo Wii";2008;"Sports";"Atari";0.38;0.29;0.15;0.9
"Destruction Derby";"PS";1995;"Racing";"Psygnosis";0.5;0.34;0.0;0.9
"TouchMaster 2";"Nintendo DS";2008;"Puzzle";"Midway Games";0.3;0.49;0.0;0.9
"Crysis 3";"PS3";2013;"Shooter";"Electronic Arts";0.26;0.43;0.03;0.9
"3Xtreme";"PS";1999;"Action";"989 Studios";0.5;0.34;0.0;0.9
"Hot Shots Tennis";"PS2";2006;"Sports";"Sony Computer Entertainment";0.17;0.13;0.55;0.9
"Sonic Heroes";"XBOX";2003;"Platform";"Sega";0.41;0.43;0.01;0.9
"Resistance: Retribution";"PSP";2009;"Shooter";"Sony Computer Entertainment";0.27;0.36;0.05;0.9
"Tiger Woods PGA Tour 12: The Masters";"PS3";2011;"Sports";"Electronic Arts";0.52;0.26;0.0;0.9
"Star Wars: The Force Unleashed";"Nintendo DS";2008;"Action";"LucasArts";0.51;0.29;0.0;0.9
"Madden NFL 99";"Nintendo 64";1998;"Sports";"Electronic Arts";0.84;0.05;0.0;0.9
"Spider-Man 3";"PS2";2007;"Platform";"Activision";0.74;0.03;0.01;0.9
"James Bond 007: Agent Under Fire";"XBOX";2002;"Shooter";"Electronic Arts";0.65;0.22;0.0;0.9
"Samba De Amigo";"Nintendo Wii";2008;"Misc";"Sega";0.42;0.37;0.01;0.9
"The Elder Scrolls Online";"PC";2014;"Role-Playing";"Bethesda Softworks";0.32;0.48;0.0;0.9
"Pure";"PS3";2008;"Racing";"Disney Interactive Studios";0.42;0.33;0.0;0.9
"FIFA Soccer 09 All-Play";"Nintendo Wii";2008;"Sports";"Electronic Arts";0.29;0.52;0.0;0.9
"Fossil Fighters";"Nintendo DS";2008;"Role-Playing";"Nintendo";0.84;0.0;0.0;0.9
"LittleBigPlanet Karting";"PS3";2012;"Action";"Sony Computer Entertainment";0.42;0.32;0.01;0.9
"X-Men Legends";"XBOX";2004;"Role-Playing";"Activision";0.62;0.24;0.0;0.9
"NBA Live 2005";"XBOX";2004;"Sports";"Electronic Arts";0.81;0.05;0.0;0.9
"Harry Potter: Quidditch World Cup";"PS2";2003;"Sports";"Electronic Arts";0.44;0.34;0.0;0.9
"The Biggest Loser: Ultimate Workout";"XBOX 360";2010;"Sports";"THQ";0.73;0.1;0.0;0.9
"Madagascar";"Gameboy Advanced";2005;"Platform";"Activision";0.62;0.24;0.0;0.89
"Call of Juarez: Bound in Blood";"PS3";2009;"Shooter";"Ubisoft";0.35;0.38;0.01;0.89
"Killzone: Liberation";"PSP";2006;"Shooter";"Sony Computer Entertainment";0.44;0.28;0.0;0.89
"Madden NFL 08";"Nintendo Wii";2007;"Sports";"Electronic Arts";0.82;0.01;0.0;0.89
"Blitz: The League";"PS2";2005;"Sports";"Unknown";0.74;0.03;0.0;0.89
"LEGO Jurassic World";"PS4";2015;"Action";"Warner Bros. Interactive Entertainment";0.32;0.42;0.01;0.89
"Castlevania: Circle of the Moon";"Gameboy Advanced";2001;"Platform";"Konami Digital Entertainment";0.6;0.22;0.05;0.89
"Sonic Chronicles: The Dark Brotherhood";"Nintendo DS";2008;"Role-Playing";"Sega";0.51;0.29;0.01;0.89
"Tiger Woods PGA Tour 06";"PS2";2005;"Sports";"Electronic Arts";0.74;0.03;0.0;0.89
"Classic NES Series: The Legend of Zelda";"Gameboy Advanced";2004;"Adventure";"Nintendo";0.46;0.17;0.24;0.89
"The Jak and Daxter Collection";"PS3";2012;"Platform";"Sony Computer Entertainment";0.6;0.19;0.0;0.89
"Fire Emblem: The Sacred Stones";"Gameboy Advanced";2004;"Strategy";"Nintendo";0.42;0.16;0.3;0.89
"Pokemon Card GB2: Here Comes Team GR!";"Gameboy";2001;"Strategy";"Nintendo";0.0;0.0;0.89;0.89
"Finding Nemo";"Nintendo GameCube";2003;"Action";"THQ";0.69;0.18;0.0;0.89
"CSI: Hard Evidence";"Nintendo Wii";2008;"Adventure";"Ubisoft";0.36;0.43;0.0;0.89
"Ace Combat 2";"PS";1997;"Simulation";"Sony Computer Entertainment";0.16;0.11;0.56;0.89
"F1 2009";"Nintendo Wii";2009;"Racing";"Codemasters";0.15;0.63;0.0;0.89
"NFL 2K2";"PS2";2001;"Sports";"Sega";0.44;0.34;0.0;0.89
"EA Sports UFC 2";"PS4";2016;"Sports";"Electronic Arts";0.28;0.47;0.0;0.89
"Dissidia 012: Duodecim Final Fantasy";"PSP";2011;"Fighting";"Square Enix";0.21;0.13;0.46;0.89
"LEGO Marvel Super Heroes";"Nintendo 3DS";2013;"Action";"Warner Bros. Interactive Entertainment";0.42;0.36;0.04;0.89
"F1 2010";"XBOX 360";2010;"Racing";"Codemasters";0.18;0.59;0.01;0.89
"Monster 4X4: World Circuit";"Nintendo Wii";2006;"Racing";"Ubisoft";0.81;0.0;0.01;0.89
"Call of Duty: Modern Warfare 2";"PC";2009;"Shooter";"Activision";0.01;0.79;0.0;0.89
"Wii Fit U";"Nintendo WiiU";2013;"Sports";"Nintendo";0.39;0.24;0.21;0.89
"Kingdoms of Amalur: Reckoning";"XBOX 360";2012;"Role-Playing";"Electronic Arts";0.55;0.25;0.01;0.89
"Call of Duty: Modern Warfare 3";"Nintendo Wii";2011;"Shooter";"Activision";0.6;0.21;0.0;0.89
"MLB 2001";"PS";2000;"Sports";"Sony Computer Entertainment";0.49;0.34;0.0;0.89
"SingStar Anthems";"PS2";2006;"Misc";"Sony Computer Entertainment";0.0;0.68;0.0;0.89
"Seiken Densetsu 3";"Super Nintendo";1995;"Role-Playing";"SquareSoft";0.0;0.0;0.89;0.89
"Mega Man 8 Anniversary Collector's Edition";"PS";1996;"Platform";"Capcom";0.44;0.3;0.09;0.88
"WWE SmackDown vs. Raw 2011";"XBOX 360";2010;"Fighting";"THQ";0.44;0.36;0.0;0.88
"Sleeping Dogs";"XBOX 360";2012;"Action";"Square Enix";0.38;0.41;0.01;0.88
"Grand Theft Auto IV";"PC";2008;"Action";"Take-Two Interactive";0.01;0.79;0.0;0.88
"Peppa Pig: The Game";"Nintendo DS";2008;"Misc";"Pinnacle";0.0;0.82;0.0;0.88
"Michael Jackson: The Experience";"XBOX 360";2011;"Misc";"Ubisoft";0.62;0.2;0.0;0.88
"Ghostbusters: The Video Game";"Nintendo Wii";2009;"Action";"Atari";0.6;0.21;0.0;0.88
"Rock Band 3";"XBOX 360";2010;"Misc";"MTV Games";0.73;0.1;0.0;0.88
"Resident Evil: Revelations";"Nintendo 3DS";2012;"Action";"Capcom";0.3;0.22;0.3;0.88
"NBA 2K6";"PS2";2005;"Action";"Take-Two Interactive";0.43;0.34;0.0;0.88
"Buzz! The Mega Quiz";"PS2";2007;"Misc";"Sony Computer Entertainment";0.32;0.06;0.0;0.88
"Endless Ocean: Blue World";"Nintendo Wii";2009;"Simulation";"Nintendo";0.47;0.22;0.12;0.88
"Star Wars: Rebel Assault II - The Hidden Empire";"PS";1996;"Shooter";"CTO SpA";0.49;0.33;0.0;0.88
"Just Cause 3";"XBOX One";2015;"Action";"Square Enix";0.42;0.38;0.0;0.88
"Metal Gear Ac!d";"PSP";2004;"Strategy";"Konami Digital Entertainment";0.32;0.26;0.12;0.88
"Cooking Mama: World Kitchen";"Nintendo Wii";2008;"Simulation";"505 Games";0.51;0.28;0.01;0.88
"Tekken Tag Tournament 2";"PS3";2012;"Fighting";"Namco Bandai Games";0.28;0.33;0.13;0.88
"ESPN NHL 2K5";"PS2";2004;"Sports";"Global Star";0.43;0.33;0.0;0.88
"GRID";"XBOX 360";2008;"Racing";"Codemasters";0.33;0.44;0.01;0.88
"Phantasy Star Portable 2";"PSP";2009;"Role-Playing";"Sega";0.08;0.11;0.62;0.88
"Crimson Skies: High Road to Revenge";"XBOX";2003;"Simulation";"Microsoft Game Studios";0.65;0.19;0.0;0.87
"Spec Ops: Ranger Elite";"PS";2001;"Shooter";"TalonSoft";0.49;0.33;0.0;0.87
"Gex";"PS";1995;"Platform";"Crystal Dynamics";0.49;0.33;0.0;0.87
"NBA 2K14";"XBOX One";2013;"Sports";"Take-Two Interactive";0.7;0.11;0.0;0.87
"DiRT";"XBOX 360";2007;"Racing";"Codemasters";0.38;0.4;0.0;0.87
"Derby Stallion II";"Super Nintendo";1994;"Sports";"ASCII Entertainment";0.0;0.0;0.87;0.87
"Gold's Gym: Dance Workout";"Nintendo Wii";2010;"Sports";"Ubisoft";0.71;0.11;0.0;0.87
"Red Faction: Guerrilla";"XBOX 360";2009;"Shooter";"THQ";0.48;0.29;0.01;0.87
"Tom Clancy's Ghost Recon: Island Thunder";"XBOX";2003;"Shooter";"Ubisoft";0.61;0.24;0.0;0.87
"Mercenaries 2: World in Flames";"PS3";2008;"Shooter";"Electronic Arts";0.29;0.4;0.02;0.87
"Need for Speed: V-Rally";"PS";1997;"Racing";"Infogrames";0.43;0.29;0.09;0.87
